Index;UserId;JobTitle;DetailedOccupation;MinorGroup;MajorGroup;JobTitle_token;JobTitle_token_Id
13806;130005;claims examiner ii;13-1031;13-10;13;claims examiner ii;[81, 214, 61]
13807;130005;medical technician;29-2012;29-20;29;medical technician;[26, 24]
13808;130005;claim representative;43-4051;43-40;43;claim representative;[473, 6]
13809;130005;claim representative trainee;43-4051;43-40;43;claim representative trainee;[473, 6, 262]
13810;130017;regional director operations clinical consultant;11-9111;11-90;11;regional director operations clinical consultant;[69, 16, 20, 161, 21]
13811;130017;director nursing;11-9111;11-90;11;director nursing;[16, 92]
13812;130034;medical billing;43-3021;43-30;43;medical billing;[26, 84]
13813;130034;medical billing;43-3021;43-30;43;medical billing;[26, 84]
13814;130034;medical billing;43-3021;43-30;43;medical billing;[26, 84]
13815;130034;medial billing;43-3021;43-30;43;medial billing;[0, 84]
13816;130068;administrative assistant human resource technician;43-4161;43-40;43;administrative assistant human resource technician;[10, 2, 33, 150, 24]
13817;130068;virtual executive assistant independent contractor;43-6011;43-60;43;virtual executive assistant independent contractor;[884, 19, 2, 296, 207]
13818;130068;administrative assistant human resources rep;43-4161;43-40;43;administrative assistant human resources rep;[10, 2, 33, 41, 44]
13819;130068;employment technician records technician;29-2072;29-20;29;employment technician records technician;[289, 24, 182, 24]
13820;130068;administrative assistant assistant human resource manager;43-4161;43-40;43;administrative assistant assistant human resource manager;[10, 2, 2, 33, 150, 1]
13821;130094;travel counselor;41-3041;41-30;41;travel counselor;[258, 88]
13822;130094;reservation sales agent;43-4181;43-40;43;reservation sales agent;[605, 3, 49]
13823;130094;customer service agent;43-4051;43-40;43;customer service agent;[5, 4, 49]
13824;130098;credit union teller;43-3071;43-30;43;credit union teller;[111, 622, 99]
13825;130098;retail communications consultant;41-2031;41-20;41;retail communications consultant;[78, 223, 21]
13826;130098;file clerk student mentor;43-4071;43-40;43;file clerk student mentor;[286, 13, 190, 552]
13827;130107;accounting assistant general cashier customer relations;41-2011;41-20;41;accounting assistant general cashier customer relations;[40, 2, 32, 15, 5, 198]
13828;130107;accounts receivable clerk assistant credit manager general cashier;43-3031;43-30;43;accounts receivable clerk assistant credit manager general cashier;[48, 134, 13, 2, 111, 1, 32, 15]
13829;130126;insurance agent;41-3021;41-30;41;insurance agent;[116, 49]
13830;130126;independent sales agent;41-3021;41-30;41;independent sales agent;[296, 3, 49]
13831;130126;cnc machine operator;51-9161;51-90;51;cnc machine operator;[614, 144, 38]
13832;130126;pizza delivery driver;53-3031;53-30;53;pizza delivery driver;[0, 172, 25]
13833;130152;structural analysis engineer interiors responsibility center;17-2051;17-20;17;structural analysis engineer interiors responsibility center;[463, 320, 22, 0, 909, 77]
13834;130152;stress engineer lead chassis systems;17-2141;17-20;17;stress engineer lead chassis systems;[1026, 22, 37, 0, 56]
13835;130152;contract stress engineer lead advanced vehicle engineering;17-2141;17-20;17;contract stress engineer lead advanced vehicle engineering;[80, 1026, 22, 37, 551, 526, 177]
13836;130152;team leader marketing sales;11-2021;11-20;11;team leader marketing sales;[75, 109, 35, 3]
13837;130209;sr business analyst project lead;13-1111;13-10;13;sr business analyst project lead;[53, 28, 11, 23, 37]
13838;130209;project manager;13-1082;13-10;13;project manager;[23, 1]
13839;130209;project manager;13-1082;13-10;13;project manager;[23, 1]
13840;130209;developer analyst project manager;15-1211;15-12;15;developer analyst project manager;[66, 11, 23, 1]
13841;130209;a&s dba analyst;15-1242;15-12;15;a&s dba analyst;[0, 382, 11]
13842;130222;manager;11-1021;11-10;11;manager;[1]
13843;130222;collection specialist;43-3011;43-30;43;collection specialist;[186, 7]
13844;130222;account representative;41-4012;41-40;41;account representative;[29, 6]
13845;130222;adminstrative assistant;43-6014;43-60;43;adminstrative assistant;[943, 2]
13846;130240;construction project manager;11-9021;11-90;11;construction project manager;[154, 23, 1]
13847;130240;construction project manager;11-9021;11-90;11;construction project manager;[154, 23, 1]
13848;130240;construction manager owner representative;11-9021;11-90;11;construction manager owner representative;[154, 1, 127, 6]
13849;130240;construction project manager;11-9021;11-90;11;construction project manager;[154, 23, 1]
13850;130292;accounts payable assistant;43-3031;43-30;43;accounts payable assistant;[48, 85, 2]
13851;130292;account coordinator;43-1011;43-10;43;account coordinator;[29, 14]
13852;130292;temp employee accounting;13-2011;13-20;13;temp employee accounting;[163, 222, 40]
13853;130292;accounting clerk;43-3031;43-30;43;accounting clerk;[40, 13]
13854;130292;inventory control shipping clerk;43-5071;43-50;43;inventory control shipping clerk;[90, 97, 129, 13]
13855;130292;office manager;43-1011;43-10;43;office manager;[8, 1]
13856;130329;senior underwriter;13-2053;13-20;13;senior underwriter;[12, 256]
13857;130329;certified professional service representative;43-4051;43-40;43;certified professional service representative;[74, 226, 4, 6]
13858;130336;account payroll financial specialist recruiter;43-3031;43-30;43;account payroll financial specialist recruiter;[29, 103, 43, 7, 132]
13859;130336;host cashier server;35-3031;35-30;35;host cashier server;[685, 15, 65]
13860;130344;information resource support specialist;15-1232;15-12;15;information resource support specialist;[120, 150, 17, 7]
13861;130344;computer specialist contractor;15-1232;15-12;15;computer specialist contractor;[76, 7, 207]
13862;130344;technical support representative computer technician;15-1232;15-12;15;technical support representative computer technician;[57, 17, 6, 76, 24]
13863;130355;office manager;43-1011;43-10;43;office manager;[8, 1]
13864;130355;office manager;43-1011;43-10;43;office manager;[8, 1]
13865;130355;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
13866;130355;showroom manager;41-1011;41-10;41;showroom manager;[1001, 1]
13867;130370;relationship development officer vice president;11-1011;11-10;11;relationship development officer vice president;[353, 54, 42, 50, 31]
13868;130370;controller operations manager;11-1021;11-10;11;controller operations manager;[79, 20, 1]
13869;130464;project manager;13-1082;13-10;13;project manager;[23, 1]
13870;130464;ceo;11-1011;11-10;11;ceo;[206]
13871;130464;project manager;13-1082;13-10;13;project manager;[23, 1]
13872;130464;junior estimator;13-1051;13-10;13;junior estimator;[333, 299]
13873;130482;credit manager;11-3031;11-30;11;credit manager;[111, 1]
13874;130482;financial controller;11-3031;11-30;11;financial controller;[43, 79]
13875;130482;accounting coordinator collections placement;43-1011;43-10;43;accounting coordinator collections placement;[40, 14, 138, 935]
13876;130482;account receivable;43-3031;43-30;43;account receivable;[29, 134]
13877;130575;recruiter partner;13-1071;13-10;13;recruiter partner;[132, 298]
13878;130575;recruiter hr representative;13-1071;13-10;13;recruiter hr representative;[132, 108, 6]
13879;130575;contract recruiter;13-1071;13-10;13;contract recruiter;[80, 132]
13880;130575;human resources specialist recruiter;13-1071;13-10;13;human resources specialist recruiter;[33, 41, 7, 132]
13881;130579;service manager safety supervisor;43-1011;43-10;43;service manager safety supervisor;[4, 1, 202, 18]
13882;130579;senior recruiting job counselor;21-1012;21-10;21;senior recruiting job counselor;[12, 265, 391, 88]
13883;130592;desk assistant;43-6014;43-60;43;desk assistant;[58, 2]
13884;130592;area sales manager;11-2022;11-20;11;area sales manager;[146, 3, 1]
13885;130602;clinical therapist;21-1023;21-10;21;clinical therapist;[161, 268]
13886;130602;victim assistant;21-1093;21-10;21;victim assistant;[804, 2]
13887;130602;employment services specialist;13-1071;13-10;13;employment services specialist;[289, 47, 7]
13888;130602;case manager;21-1093;21-10;21;case manager;[114, 1]
13889;130650;accounting coordinator;43-1011;43-10;43;accounting coordinator;[40, 14]
13890;130650;reconciliation specialist;43-3031;43-30;43;reconciliation specialist;[830, 7]
13891;130650;portfolio accounting analyst;13-2051;13-20;13;portfolio accounting analyst;[274, 40, 11]
13892;130676;data entry;43-9021;43-90;43;data entry;[45, 59]
13893;130676;clerk trenton nj;43-9061;43-90;43;clerk trenton nj;[13, 1178, 942]
13894;130676;clerk trenton nj;43-9061;43-90;43;clerk trenton nj;[13, 1178, 942]
13895;130676;driver;53-3032;53-30;53;driver;[25]
13896;130676;data entry;43-9021;43-90;43;data entry;[45, 59]
13897;130676;data entry clerical trenton;43-9021;43-90;43;data entry clerical trenton;[45, 59, 122, 1178]
13898;130676;mailroom clerk;43-9051;43-90;43;mailroom clerk;[468, 13]
13899;130678;human resources generalist;13-1071;13-10;13;human resources generalist;[33, 41, 210]
13900;130678;human resources administrator;11-3121;11-30;11;human resources administrator;[33, 41, 34]
13901;130678;human resources generalist;13-1071;13-10;13;human resources generalist;[33, 41, 210]
13902;130678;cycle recruiter;13-1071;13-10;13;cycle recruiter;[650, 132]
13903;130678;human resources generalist;13-1071;13-10;13;human resources generalist;[33, 41, 210]
13904;130688;manager;11-1021;11-10;11;manager;[1]
13905;130688;sales manager;11-2022;11-20;11;sales manager;[3, 1]
13906;130688;assistant store manager sales manager;41-1011;41-10;41;assistant store manager sales manager;[2, 39, 1, 3, 1]
13907;130688;assistant store manager;41-1011;41-10;41;assistant store manager;[2, 39, 1]
13908;130688;assistant manager sales manager installation manager;41-1012;41-10;41;assistant manager sales manager installation manager;[2, 1, 3, 1, 417, 1]
13909;130688;sales delivery;53-3031;53-30;53;sales delivery;[3, 172]
13910;130704;customer service representative ii individual tax;43-4051;43-40;43;customer service representative ii individual tax;[5, 4, 6, 61, 868, 181]
13911;130704;customer service representative iii individual tax;43-4051;43-40;43;customer service representative iii individual tax;[5, 4, 6, 169, 868, 181]
13912;130704;sr financial analyst;13-2051;13-20;13;sr financial analyst;[53, 43, 11]
13913;130704;sr financial analyst;13-2051;13-20;13;sr financial analyst;[53, 43, 11]
13914;130704;accounting manager;11-3031;11-30;11;accounting manager;[40, 1]
13915;130704;cost accountant;13-2011;13-20;13;cost accountant;[234, 36]
13916;130704;financial operational controller;11-3031;11-30;11;financial operational controller;[43, 725, 79]
13917;130704;market information analyst;13-1161;13-10;13;market information analyst;[238, 120, 11]
13918;130727;intern aa audit clerk;43-3031;43-30;43;intern aa audit clerk;[91, 1527, 266, 13]
13919;130727;dispatch coordinator service division;43-1011;43-10;43;dispatch coordinator service division;[492, 14, 4, 200]
13920;130727;office manager;43-1011;43-10;43;office manager;[8, 1]
13921;130727;office manager;43-1011;43-10;43;office manager;[8, 1]
13922;130767;scanner sorter;43-5053;43-50;43;scanner sorter;[679, 505]
13923;130767;sales representative;41-4012;41-40;41;sales representative;[3, 6]
13924;130775;personal care attendant;31-1122;31-10;31;personal care attendant;[130, 55, 267]
13925;130775;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
13926;130775;medical receptionist;43-4171;43-40;43;medical receptionist;[26, 27]
13927;130788;office manager paralegal legal secretary;43-6012;43-60;43;office manager paralegal legal secretary;[8, 1, 504, 118, 46]
13928;130788;owner president ceo;11-1011;11-10;11;owner president ceo;[127, 31, 206]
13929;130788;paralegal legal secretary;43-6012;43-60;43;paralegal legal secretary;[504, 118, 46]
13930;130800;customer service;43-4051;43-40;43;customer service;[5, 4]
13931;130800;ict support associate;15-1232;15-12;15;ict support associate;[0, 17, 9]
13932;130800;waitress;35-3031;35-30;35;waitress;[178]
13933;130866;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
13934;130866;office manager;43-1011;43-10;43;office manager;[8, 1]
13935;130866;benefits coordinator;13-1141;13-10;13;benefits coordinator;[221, 14]
13936;130870;import logistics manager;11-3071;11-30;11;import logistics manager;[654, 155, 1]
13937;130870;export customer service manager latin america region;43-1011;43-10;43;export customer service manager latin america region;[589, 5, 4, 1, 1173, 575, 293]
13938;130870;administrative manager;11-3012;11-30;11;administrative manager;[10, 1]
13939;130907;end clerk cashier;41-2011;41-20;41;end clerk cashier;[300, 13, 15]
13940;130907;insurance agent support manager;41-3021;41-30;41;insurance agent support manager;[116, 49, 17, 1]
13941;130917;production packager;51-9111;51-90;51;production packager;[67, 1457]
13942;130917;merchant stocker;53-7065;53-70;53;merchant stocker;[657, 204]
13943;130917;customer service rep assist;43-4051;43-40;43;customer service rep assist;[5, 4, 44, 763]
13944;130917;clerical assistant;43-6014;43-60;43;clerical assistant;[122, 2]
13945;130919;sales representative;41-4012;41-40;41;sales representative;[3, 6]
13946;130919;teller;43-3071;43-30;43;teller;[99]
13947;130919;lead proof operator;43-3021;43-30;43;lead proof operator;[37, 625, 38]
13948;130925;data analyst;13-1111;13-10;13;data analyst;[45, 11]
13949;130925;court clerk;43-4031;43-40;43;court clerk;[662, 13]
13950;130927;consultant;13-1111;13-10;13;consultant;[21]
13951;130927;technical consultant developer;15-1252;15-12;15;technical consultant developer;[57, 21, 66]
13952;130927;technical consultant programmer developer;15-1251;15-12;15;technical consultant programmer developer;[57, 21, 104, 66]
13953;130927;technical consultant developer developing forms;15-1251;15-12;15;technical consultant developer developing forms;[57, 21, 66, 0, 0]
13954;130927;software developer;15-1252;15-12;15;software developer;[82, 66]
13955;130927;sr programmer;15-1251;15-12;15;sr programmer;[53, 104]
13956;130927;applications developer software engineer;15-1252;15-12;15;applications developer software engineer;[487, 66, 82, 22]
13957;130927;applications developer performance engineer;15-1252;15-12;15;applications developer performance engineer;[487, 66, 416, 22]
13958;130927;information technology applications programmer analyst;15-1211;15-12;15;information technology applications programmer analyst;[120, 170, 487, 104, 11]
13959;130984;custmer service represtative member service rep;43-4051;43-40;43;custmer service represtative member service rep;[0, 4, 0, 101, 4, 44]
13960;130984;member service representaive;43-4051;43-40;43;member service representaive;[101, 4, 0]
13961;130984;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
13962;130987;accounting assistant;43-3031;43-30;43;accounting assistant;[40, 2]
13963;130987;payroll coordinator receptionist;43-6014;43-60;43;payroll coordinator receptionist;[103, 14, 27]
13964;131005;supervisor;51-1011;51-10;51;supervisor;[18]
13965;131005;logistics supply chain manager;11-3071;11-30;11;logistics supply chain manager;[155, 247, 380, 1]
13966;131005;operations manager;11-1021;11-10;11;operations manager;[20, 1]
13967;131005;driver;53-3032;53-30;53;driver;[25]
13968;131069;keyholder;41-1011;41-10;41;keyholder;[753]
13969;131069;receptionist document control;43-9061;43-90;43;receptionist document control;[27, 250, 97]
13970;131069;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
13971;131073;sales office support;41-4012;41-40;41;sales office support;[3, 8, 17]
13972;131073;executive administrative assistant event coordinator;43-6011;43-60;43;executive administrative assistant event coordinator;[19, 10, 2, 271, 14]
13973;131086;route driver warehouse;53-3033;53-30;53;route driver warehouse;[227, 25, 62]
13974;131086;maintenance technician;49-9071;49-90;49;maintenance technician;[72, 24]
13975;131095;electronics technology consultant;17-2072;17-20;17;electronics technology consultant;[566, 170, 21]
13976;131095;director product business development;11-2021;11-20;11;director product business development;[16, 107, 28, 54]
13977;131095;senior manager business development;11-2021;11-20;11;senior manager business development;[12, 1, 28, 54]
13978;131119;youth advocate specialist;21-1021;21-10;21;youth advocate specialist;[310, 305, 7]
13979;131119;athletic director head boys varsity basketball coach teacher;25-2031;25-20;25;athletic director head boys varsity basketball coach teacher;[0, 16, 191, 1307, 0, 0, 420, 51]
13980;131207;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
13981;131207;office supervisor;43-1011;43-10;43;office supervisor;[8, 18]
13982;131207;client service representative;43-4051;43-40;43;client service representative;[158, 4, 6]
13983;131235;executive administrative assistant;43-6011;43-60;43;executive administrative assistant;[19, 10, 2]
13984;131235;executive administrative assistant;43-6011;43-60;43;executive administrative assistant;[19, 10, 2]
13985;131235;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
13986;131235;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
13987;131246;estimator;13-1051;13-10;13;estimator;[299]
13988;131246;stocker;53-7065;53-70;53;stocker;[204]
13989;131258;legal collector;43-3011;43-30;43;legal collector;[118, 143]
13990;131258;debt collector;43-3011;43-30;43;debt collector;[771, 143]
13991;131258;account representative;41-4012;41-40;41;account representative;[29, 6]
13992;131258;collector insurance follow;43-3011;43-30;43;collector insurance follow;[143, 116, 1339]
13993;131258;office assistant;43-6014;43-60;43;office assistant;[8, 2]
13994;131258;resident manager;11-9141;11-90;11;resident manager;[291, 1]
13995;131265;telecommunicator acting operations manager;11-1021;11-10;11;telecommunicator acting operations manager;[1617, 457, 20, 1]
13996;131265;dispatcher;43-5032;43-50;43;dispatcher;[174]
13997;131294;cabinet sales specialist;41-4012;41-40;41;cabinet sales specialist;[0, 3, 7]
13998;131294;distributor sales representative;41-4012;41-40;41;distributor sales representative;[796, 3, 6]
13999;131294;regional sales representative;41-4012;41-40;41;regional sales representative;[69, 3, 6]
14000;131294;distributor sales representative;41-4012;41-40;41;distributor sales representative;[796, 3, 6]
14001;131299;research analyst;13-1161;13-10;13;research analyst;[164, 11]
14002;131299;personal health care advocate cvs;31-1121;31-10;31;personal health care advocate cvs;[130, 73, 55, 305, 0]
14003;131299;community services program assistant;21-1093;21-10;21;community services program assistant;[189, 47, 115, 2]
14004;131299;breast cervical cancer screening assistant department nashville;31-9092;31-90;31;breast cervical cancer screening assistant department nashville;[0, 0, 1439, 1648, 2, 83, 0]
14005;131301;loan officer;13-2072;13-20;13;loan officer;[64, 42]
14006;131301;mbna america bank n.a wilmington;43-3071;43-30;43;mbna america bank n.a wilmington;[1567, 575, 241, 0, 0]
14007;131338;cashier;41-2011;41-20;41;cashier;[15]
14008;131338;customer service associate;43-4051;43-40;43;customer service associate;[5, 4, 9]
14009;131352;pharmacy technician;29-2052;29-20;29;pharmacy technician;[142, 24]
14010;131352;support;15-1232;15-12;15;support;[17]
14011;131352;general office clerk;43-9061;43-90;43;general office clerk;[32, 8, 13]
14012;131352;support;15-1232;15-12;15;support;[17]
14013;131352;general office clerk;43-9061;43-90;43;general office clerk;[32, 8, 13]
14014;131360;analyst;13-1111;13-10;13;analyst;[11]
14015;131360;billing specialist;43-3021;43-30;43;billing specialist;[84, 7]
14016;131360;accounts receivable finance;43-3031;43-30;43;accounts receivable finance;[48, 134, 93]
14017;131360;customer service representative research;43-4051;43-40;43;customer service representative research;[5, 4, 6, 164]
14018;131360;office manager;43-1011;43-10;43;office manager;[8, 1]
14019;131373;box technician packer;53-7064;53-70;53;box technician packer;[689, 24, 317]
14020;131373;receiving associate;43-5071;43-50;43;receiving associate;[119, 9]
14021;131373;packer wiper;53-7064;53-70;53;packer wiper;[317, 0]
14022;131373;laborer;47-2061;47-20;47;laborer;[121]
14023;131388;technical support analyst test engineer;15-1253;15-12;15;technical support analyst test engineer;[57, 17, 11, 290, 22]
14024;131388;principal network installation technician;15-1231;15-12;15;principal network installation technician;[229, 70, 417, 24]
14025;131396;customer service specialist dispatcher;43-4051;43-40;43;customer service specialist dispatcher;[5, 4, 7, 174]
14026;131396;member services rep ii;43-4051;43-40;43;member services rep ii;[101, 47, 44, 61]
14027;131396;supervisor;51-1011;51-10;51;supervisor;[18]
14028;131406;warehouse manager;11-3071;11-30;11;warehouse manager;[62, 1]
14029;131406;warehouse manager;11-3071;11-30;11;warehouse manager;[62, 1]
14030;131413;general manager;11-1021;11-10;11;general manager;[32, 1]
14031;131413;food service foreman;35-3031;35-30;35;food service foreman;[162, 4, 465]
14032;131413;locations 76y supply specialist;53-7065;53-70;53;locations 76y supply specialist;[0, 0, 247, 7]
14033;131430;family support worker family preservation;21-1021;21-10;21;family support worker family preservation;[244, 17, 68, 244, 1157]
14034;131430;residential aide;31-1121;31-10;31;residential aide;[235, 131]
14035;131444;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14036;131444;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14037;131444;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14038;131444;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14039;131475;parts sales wholesale;41-4012;41-40;41;parts sales wholesale;[259, 3, 418]
14040;131475;parts sales retail wholesale;41-2022;41-20;41;parts sales retail wholesale;[259, 3, 78, 418]
14041;131475;parts sales wholesale;41-4012;41-40;41;parts sales wholesale;[259, 3, 418]
14042;131475;warehouse mgr delevery driver;53-3033;53-30;53;warehouse mgr delevery driver;[62, 313, 0, 25]
14043;131475;parts sales wholesale;41-4012;41-40;41;parts sales wholesale;[259, 3, 418]
14044;131475;parts coumterman;41-2022;41-20;41;parts coumterman;[259, 0]
14045;131475;parts counterman retail wholesale mechcanics counter warranty return;41-2022;41-20;41;parts counterman retail wholesale mechcanics counter warranty return;[259, 0, 78, 418, 0, 280, 618, 923]
14046;131580;director marketing;11-2021;11-20;11;director marketing;[16, 35]
14047;131580;general manager;11-1021;11-10;11;general manager;[32, 1]
14048;131580;manager;11-1021;11-10;11;manager;[1]
14049;131588;cashier stock clerk;41-2011;41-20;41;cashier stock clerk;[15, 183, 13]
14050;131588;mail legal file clerk;43-4071;43-40;43;mail legal file clerk;[287, 118, 286, 13]
14051;131588;mail file clerk;43-4071;43-40;43;mail file clerk;[287, 286, 13]
14052;131588;machine operator;51-9111;51-90;51;machine operator;[144, 38]
14053;131644;warehouse operations manager;11-3071;11-30;11;warehouse operations manager;[62, 20, 1]
14054;131644;traffic coordinator;43-5071;43-50;43;traffic coordinator;[496, 14]
14055;131644;administrative mail room supervisor;43-1011;43-10;43;administrative mail room supervisor;[10, 287, 288, 18]
14056;131661;academic advisement student retention;21-1012;21-10;21;academic advisement student retention;[422, 0, 190, 437]
14057;131661;internet advertising account executive;41-3011;41-30;41;internet advertising account executive;[328, 297, 29, 19]
14058;131661;business development manager contract;11-2021;11-20;11;business development manager contract;[28, 54, 1, 80]
14059;131661;account executive;41-4012;41-40;41;account executive;[29, 19]
14060;131661;office manager;43-1011;43-10;43;office manager;[8, 1]
14061;131662;admin assistant;43-6014;43-60;43;admin assistant;[199, 2]
14062;131662;admin assistant;43-6014;43-60;43;admin assistant;[199, 2]
14063;131662;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
14064;131662;production worker;51-9199;51-90;51;production worker;[67, 68]
14065;131712;administrative assistant;43-6014;43-60;43;administrative assistant;[10, 2]
14066;131712;receptionist data entry clerk document clerk;43-9061;43-90;43;receptionist data entry clerk document clerk;[27, 45, 59, 13, 250, 13]
14067;131712;customer service representative;43-4051;43-40;43;customer service representative;[5, 4, 6]
14068;131712;office clerk;43-9061;43-90;43;office clerk;[8, 13]
14069;131716;office assistant sr;43-6011;43-60;43;office assistant sr;[8, 2, 53]
14070;131716;clerk;43-9061;43-90;43;clerk;[13]
14071;131716;proof operator;43-3021;43-30;43;proof operator;[625, 38]
14072;131716;program assistant;21-1093;21-10;21;program assistant;[115, 2]
14073;131716;proof operator;43-3021;43-30;43;proof operator;[625, 38]
14074;131716;night supervisor tax preparer;13-2082;13-20;13;night supervisor tax preparer;[236, 18, 181, 342]
14075;131716;data entry clerk;43-9021;43-90;43;data entry clerk;[45, 59, 13]
14076;131716;information clerk cc operator;43-4171;43-40;43;information clerk cc operator;[120, 13, 0, 38]
14077;131732;direct sales representative;41-4012;41-40;41;direct sales representative;[284, 3, 6]
14078;131732;personal assistant realtor;31-1122;31-10;31;personal assistant realtor;[130, 2, 471]
14079;131732;property manager;11-9141;11-90;11;property manager;[95, 1]
14080;131837;toll collector;41-2011;41-20;41;toll collector;[1199, 143]
14081;131837;customer service;43-4051;43-40;43;customer service;[5, 4]
14082;131837;data entry;43-9021;43-90;43;data entry;[45, 59]
14083;131837;order selector;53-7065;53-70;53;order selector;[185, 744]
14084;131869;machine shop superintendent;51-1011;51-10;51;machine shop superintendent;[144, 304, 179]
14085;131869;account executive;41-4012;41-40;41;account executive;[29, 19]
14086;131869;plant manager;11-1021;11-10;11;plant manager;[184, 1]
14087;131869;plant superintendent;11-1021;11-10;11;plant superintendent;[184, 179]
14088;131911;business office manager;11-3012;11-30;11;business office manager;[28, 8, 1]
14089;131911;hospice aide;31-1131;31-10;31;hospice aide;[396, 131]
14090;131918;manager customer business strategy consultant;11-2021;11-20;11;manager customer business strategy consultant;[1, 5, 28, 400, 21]
14091;131918;commercial analytics market insights;13-1161;13-10;13;commercial analytics market insights;[152, 784, 238, 1278]
14092;131918;budget analyst discovery clinical operations;13-2031;13-20;13;budget analyst discovery clinical operations;[435, 11, 1409, 161, 20]
14093;131962;account executive;41-4012;41-40;41;account executive;[29, 19]
14094;131962;sales account executive;41-4012;41-40;41;sales account executive;[3, 29, 19]
14095;131962;sales representative customer care;41-3091;41-30;41;sales representative customer care;[3, 6, 5, 55]
14096;131962;marketing advertising consultant;13-1161;13-10;13;marketing advertising consultant;[35, 297, 21]
14097;131997;document control specialist;15-1299;15-12;15;document control specialist;[250, 97, 7]
14098;131997;supervising loans officer;13-2072;13-20;13;supervising loans officer;[732, 554, 42]
14099;131997;customer service repersentative sales assistant;43-4051;43-40;43;customer service repersentative sales assistant;[5, 4, 1606, 3, 2]
14100;132055;registered nurse head nurse;29-1141;29-10;29;registered nurse head nurse;[94, 30, 191, 30]
14101;132055;registered nurse med surg;29-1141;29-10;29;registered nurse med surg;[94, 30, 530, 711]
14102;132055;registered nurse;29-1141;29-10;29;registered nurse;[94, 30]
14103;132055;registered nurse staff nurse;29-1141;29-10;29;registered nurse staff nurse;[94, 30, 52, 30]
14104;132055;registered nurse residential nurse yai nipd;29-1141;29-10;29;registered nurse residential nurse yai nipd;[94, 30, 235, 30, 0, 0]
14105;132068;bilingual clinician;21-1014;21-10;21;bilingual clinician;[322, 415]
14106;132068;bilingual clinician;21-1014;21-10;21;bilingual clinician;[322, 415]
14107;132068;clinician;21-1023;21-10;21;clinician;[415]
14108;132068;counselor bht;21-1011;21-10;21;counselor bht;[88, 0]
14109;132068;bilingual counselor senior mental health therapist;21-1014;21-10;21;bilingual counselor senior mental health therapist;[322, 88, 12, 239, 73, 268]
14110;132068;bilingual counselor adolescent treatment counselor;21-1014;21-10;21;bilingual counselor adolescent treatment counselor;[322, 88, 1568, 693, 88]
14111;132087;technical support specialist;15-1232;15-12;15;technical support specialist;[57, 17, 7]
14112;132087;training consultant;13-1151;13-10;13;training consultant;[125, 21]
14113;132098;reimbusement specialist;13-1199;13-10;13;reimbusement specialist;[0, 7]
14114;132098;medical assistant;31-9092;31-90;31;medical assistant;[26, 2]
14115;132098;medical assistant;31-9092;31-90;31;medical assistant;[26, 2]
14116;132098;medical assistant;31-9092;31-90;31;medical assistant;[26, 2]
14117;132098;medical assistant;31-9092;31-90;31;medical assistant;[26, 2]
14118;132111;project manager;13-1082;13-10;13;project manager;[23, 1]
14119;132111;access database reporter time;15-1242;15-12;15;access database reporter time;[372, 261, 0, 113]
14120;132111;jr. project manager;13-1082;13-10;13;jr project manager;[467, 23, 1]
14121;132111;metrics coordinator;13-1161;13-10;13;metrics coordinator;[1595, 14]
14122;132113;director store planning construction facilities;11-9021;11-90;11;director store planning construction facilities;[16, 39, 248, 154, 277]
14123;132113;project manager cost engineer;11-9041;11-90;11;project manager cost engineer;[23, 1, 234, 22]
14124;132125;network administrator;15-1244;15-12;15;network administrator;[70, 34]
14125;132125;network administrator;15-1244;15-12;15;network administrator;[70, 34]
14126;132129;business business sales representative expedited packages;41-4012;41-40;41;business business sales representative expedited packages;[28, 28, 3, 6, 0, 0]
14127;132129;business business sales representative;41-4012;41-40;41;business business sales representative;[28, 28, 3, 6]
14128;132129;business business sales representative;41-4012;41-40;41;business business sales representative;[28, 28, 3, 6]
14129;132129;business business sales representative;41-4012;41-40;41;business business sales representative;[28, 28, 3, 6]
14130;132163;corporate quality engineer;17-2112;17-20;17;corporate quality engineer;[96, 71, 22]
14131;132163;supplier quality engineer;17-2112;17-20;17;supplier quality engineer;[559, 71, 22]
14132;132163;quality manager;11-3051;11-30;11;quality manager;[71, 1]
14133;132176;gallery sales associate;41-2031;41-20;41;gallery sales associate;[825, 3, 9]
14134;132176;sales associate cashier;41-2011;41-20;41;sales associate cashier;[3, 9, 15]
14135;132176;shop laborer;49-9098;49-90;49;shop laborer;[304, 121]
14136;132176;restaurant floater;35-3031;35-30;35;restaurant floater;[295, 873]
14137;132176;jobready associate;41-2031;41-20;41;jobready associate;[0, 9]
