;Src;Dst;Weight
4225;7946;7947;1
4226;7949;7;1
4227;4514;2291;1
4228;380;1516;1
4229;1535;3724;1
4230;197;309;1
4231;7956;725;1
4232;7957;3724;1
4233;7958;42;1
4234;219;826;1
4235;295;7960;1
4236;7963;7964;1
4237;7965;7966;1
4238;7968;7969;1
4239;63;7974;1
4240;7975;7976;1
4241;7977;7978;1
4242;7983;7984;1
4243;5589;7987;1
4244;324;7278;1
4245;7989;7990;1
4246;7991;7992;1
4247;7993;7994;1
4248;42;5;1
4249;13;7999;1
4250;8000;8001;1
4251;8002;13;1
4252;8004;8005;1
4253;23;8008;1
4254;385;385;1
4255;3940;8010;1
4256;91;8014;1
4257;8015;8016;1
4258;53;5029;1
4259;8019;8019;1
4260;4161;108;1
4261;8023;54;1
4262;8027;8028;1
4263;13;2480;1
4264;8034;1913;1
4265;8035;41;1
4266;8039;8040;1
4267;8046;8047;1
4268;82;1280;1
4269;52;4126;1
4270;8052;8053;1
4271;8054;4293;1
4272;8057;8058;1
4273;625;8063;1
4274;273;309;1
4275;1732;1105;1
4276;4450;8067;1
4277;2323;6604;1
4278;8069;8070;1
4279;8071;6593;1
4280;136;8073;1
4281;343;8075;1
4282;1053;103;1
4283;26;8079;1
4284;8081;261;1
4285;8082;8083;1
4286;8085;8086;1
4287;8088;761;1
4288;4520;4520;1
4289;3274;3274;1
4290;1107;683;1
4291;751;8093;1
4292;8095;8096;1
4293;1553;91;1
4294;1281;1903;1
4295;8100;3825;1
4296;49;49;1
4297;8105;8106;1
4298;8109;3906;1
4299;6564;8110;1
4300;890;803;1
4301;54;353;1
4302;8115;287;1
4303;53;8116;1
4304;2328;5546;1
4305;8118;8119;1
4306;8123;8124;1
4307;11;3704;1
4308;8127;8128;1
4309;34;683;1
4310;8129;22;1
4311;219;3864;1
4312;788;302;1
4313;8132;8133;1
4314;6031;34;1
4315;8136;8137;1
4316;174;11;1
4317;8140;8141;1
4318;8144;4501;1
4319;42;4596;1
4320;230;8146;1
4321;8147;8148;1
4322;930;8149;1
4323;8151;8152;1
4324;8154;8155;1
4325;8157;41;1
4326;8160;625;1
4327;42;41;1
4328;4761;8164;1
4329;6801;2;1
4330;8168;3877;1
4331;353;1653;1
4332;8171;266;1
4333;8174;53;1
4334;376;136;1
4335;8180;6698;1
4336;635;635;1
4337;8183;8183;1
4338;8185;8186;1
4339;42;8188;1
4340;8190;208;1
4341;13;34;1
4342;1553;8193;1
4343;24;26;1
4344;3179;8195;1
4345;8196;8197;1
4346;5351;280;1
4347;355;1849;1
4348;8201;680;1
4349;41;41;1
4350;8203;8204;1
4351;8205;136;1
4352;6365;249;1
4353;8206;53;1
4354;5;8207;1
4355;8209;8210;1
4356;8212;8213;1
4357;8215;1861;1
4358;91;3701;1
4359;8217;8218;1
4360;219;1218;1
4361;4732;8221;1
4362;683;14;1
4363;132;132;1
4364;136;8223;1
4365;8224;8225;1
4366;2747;1933;1
4367;8227;8228;1
4368;3080;7499;1
4369;8230;8231;1
4370;3569;8235;1
4371;173;1008;1
4372;8237;8238;1
4373;302;8239;1
4374;8240;5;1
4375;3159;8241;1
4376;5984;8244;1
4377;8245;8246;1
4378;8250;2062;1
4379;8252;8253;1
4380;159;8254;1
4381;989;2074;1
4382;8256;8257;1
4383;123;123;1
4384;8262;997;1
4385;8264;8264;1
4386;4814;24;1
4387;41;8266;1
4388;42;8267;1
4389;8268;8269;1
4390;2075;49;1
4391;355;851;1
4392;132;132;1
4393;8274;8275;1
4394;577;3286;1
4395;4071;7250;1
4396;1021;8278;1
4397;41;515;1
4398;8283;8284;1
4399;4084;6796;1
4400;8285;13;1
4401;8288;26;1
4402;8290;1010;1
4403;5646;8292;1
4404;2628;8294;1
4405;2116;3274;1
4406;42;8298;1
4407;8299;8300;1
4408;309;8302;1
4409;2535;38;1
4410;8304;8305;1
4411;8307;8308;1
4412;508;11;1
4413;2230;1293;1
4414;43;8311;1
4415;53;53;1
4416;3198;1711;1
4417;8317;52;1
4418;8318;8319;1
4419;295;295;1
4420;3019;8324;1
4421;8326;534;1
4422;11;23;1
4423;8327;90;1
4424;8331;8332;1
4425;8333;8334;1
4426;8338;8339;1
4427;8340;230;1
4428;8341;8342;1
4429;261;3437;1
4430;26;461;1
4431;6739;1198;1
4432;8348;53;1
4433;90;1547;1
4434;220;136;1
4435;8351;8352;1
4436;420;8354;1
4437;8355;8356;1
4438;8359;264;1
4439;42;8361;1
4440;7492;4444;1
4441;2116;2517;1
4442;8363;54;1
4443;4021;8364;1
4444;7552;2921;1
4445;8366;764;1
4446;8368;8369;1
4447;14;8371;1
4448;8373;8374;1
4449;8376;8377;1
4450;8117;83;1
4451;8378;8379;1
4452;8380;8381;1
4453;8384;200;1
4454;4373;1009;1
4455;200;8385;1
4456;8386;683;1
4457;8387;8388;1
4458;8390;8391;1
4459;8393;8394;1
4460;8395;708;1
4461;8396;8397;1
4462;8398;8399;1
4463;8402;343;1
4464;321;321;1
4465;8406;8407;1
4466;8409;8410;1
4467;8411;8412;1
4468;8415;681;1
4469;2107;2107;1
4470;66;8419;1
4471;295;4784;1
4472;1200;8426;1
4473;517;8427;1
4474;8428;513;1
4475;8430;8431;1
4476;8433;8434;1
4477;2115;8436;1
4478;749;53;1
4479;8437;2127;1
4480;121;8439;1
4481;38;208;1
4482;930;8441;1
4483;8442;8443;1
4484;212;680;1
4485;2115;53;1
4486;8444;8445;1
4487;8446;8447;1
4488;8448;1008;1
4489;8449;8450;1
4490;8452;8453;1
4491;8455;102;1
4492;8457;8458;1
4493;514;549;1
4494;8460;8461;1
4495;41;53;1
4496;8463;8464;1
4497;1018;8467;1
4498;8468;8469;1
4499;8471;42;1
4500;138;8475;1
4501;41;42;1
4502;8476;687;1
4503;8477;8478;1
4504;3012;2462;1
4505;8482;2515;1
4506;1304;8486;1
4507;4774;1389;1
4508;7912;8487;1
4509;3864;8488;1
4510;8491;309;1
4511;1726;1547;1
4512;2434;2465;1
4513;13;13;1
4514;1057;1057;1
4515;1442;1385;1
4516;42;8499;1
4517;5871;11;1
4518;8501;1186;1
4519;8503;8504;1
4520;8505;53;1
4521;8506;8506;1
4522;8511;8512;1
4523;8514;41;1
4524;132;2208;1
4525;8515;42;1
4526;49;273;1
4527;8;763;1
4528;8516;8517;1
4529;8519;8520;1
4530;8521;701;1
4531;24;47;1
4532;302;376;1
4533;8525;8526;1
4534;7552;8528;1
4535;8532;8532;1
4536;8534;53;1
4537;2966;8535;1
4538;8536;8537;1
4539;1539;32;1
4540;8539;8540;1
4541;8541;295;1
4542;8542;8543;1
4543;82;8544;1
4544;8545;42;1
4545;8546;8547;1
4546;8548;8549;1
4547;8550;8551;1
4548;8553;8554;1
4549;8555;1989;1
4550;42;8558;1
4551;8560;1989;1
4552;1312;8562;1
4553;8568;8568;1
4554;8569;8570;1
4555;43;2325;1
4556;8571;318;1
4557;2747;2747;1
4558;2921;5501;1
4559;8572;8573;1
4560;8576;8577;1
4561;8579;5322;1
4562;349;1294;1
4563;8583;8584;1
4564;53;8585;1
4565;136;8586;1
4566;82;82;1
4567;698;698;1
4568;43;8589;1
4569;8590;218;1
4570;787;53;1
4571;7498;6009;1
4572;174;302;1
4573;43;552;1
4574;8599;8600;1
4575;2908;8603;1
4576;8605;589;1
4577;8606;8607;1
4578;82;82;1
4579;867;1399;1
4580;136;8615;1
4581;4286;1996;1
4582;53;52;1
4583;8617;8618;1
4584;8619;49;1
4585;268;8620;1
4586;8623;8624;1
4587;8625;8626;1
4588;8627;8628;1
4589;8630;1014;1
4590;2434;8631;1
4591;41;91;1
4592;4368;136;1
4593;392;32;1
4594;295;8633;1
4595;4451;4451;1
4596;2151;8636;1
4597;81;81;1
4598;435;8638;1
4599;8643;8644;1
4600;91;8645;1
4601;8646;219;1
4602;8650;4567;1
4603;520;8652;1
4604;8653;3804;1
4605;2369;8656;1
4606;8658;1912;1
4607;8659;8660;1
4608;42;8663;1
4609;8664;8665;1
4610;1048;8666;1
4611;825;8667;1
4612;1516;435;1
4613;8671;8672;1
4614;13;13;1
4615;8675;851;1
4616;3781;8677;1
4617;270;7498;1
4618;8680;8681;1
4619;41;293;1
4620;7745;8685;1
4621;1491;1491;1
4622;8687;52;1
4623;8689;8690;1
4624;8691;8692;1
4625;8694;8695;1
4626;8698;8699;1
4627;8700;4567;1
4628;8701;7282;1
4629;102;2871;1
4630;1450;8702;1
4631;261;8705;1
4632;8706;8707;1
4633;8709;32;1
4634;8714;551;1
4635;53;8716;1
4636;8719;2747;1
4637;42;91;1
4638;8722;52;1
4639;8725;8726;1
4640;328;8727;1
4641;8728;8729;1
4642;8733;8734;1
4643;8735;249;1
4644;8736;136;1
4645;121;877;1
4646;8738;8739;1
4647;8741;32;1
4648;22;270;1
4649;8742;8743;1
4650;405;8744;1
4651;42;8746;1
4652;2569;309;1
4653;273;273;1
4654;8748;5;1
4655;8750;8750;1
4656;2966;429;1
4657;59;59;1
4658;8753;5260;1
4659;8759;3782;1
4660;2431;293;1
4661;7201;1971;1
4662;8764;8765;1
4663;42;42;1
4664;6215;8768;1
4665;8771;8772;1
4666;8775;8776;1
4667;2713;1887;1
4668;1547;108;1
4669;596;8780;1
4670;8781;8782;1
4671;8784;8785;1
4672;2680;53;1
4673;8790;8791;1
4674;8793;273;1
4675;8794;683;1
4676;8797;8798;1
4677;3303;8801;1
4678;8803;3410;1
4679;8804;8805;1
4680;329;4946;1
4681;41;41;1
4682;8807;8808;1
4683;41;41;1
4684;309;8810;1
4685;597;42;1
4686;856;8815;1
4687;329;8816;1
4688;8817;3370;1
4689;108;108;1
4690;8820;8821;1
4691;7745;8823;1
4692;5459;8828;1
4693;8830;8830;1
4694;108;8831;1
4695;495;381;1
4696;8835;2328;1
4697;8836;8837;1
4698;592;8839;1
4699;340;340;1
4700;8842;136;1
4701;8844;8845;1
4702;8848;8849;1
4703;2820;8850;1
4704;2346;8854;1
4705;8856;8857;1
4706;11;261;1
4707;8860;8861;1
4708;941;309;1
4709;8863;1043;1
4710;50;8867;1
4711;8868;8869;1
4712;3158;772;1
4713;8870;8870;1
4714;2304;34;1
4715;54;4642;1
4716;2800;11;1
4717;8873;8874;1
4718;3896;777;1
4719;8877;470;1
4720;8878;249;1
4721;8879;8880;1
4722;8882;8883;1
4723;8884;467;1
4724;681;8885;1
4725;511;8887;1
4726;680;8888;1
4727;5467;42;1
4728;2062;470;1
4729;3825;3825;1
4730;880;8892;1
4731;8896;8897;1
4732;8899;8900;1
4733;7206;8903;1
4734;1186;405;1
4735;53;302;1
4736;8905;683;1
4737;989;34;1
4738;8908;8908;1
4739;119;1996;1
4740;681;8909;1
4741;8911;8912;1
4742;8913;2517;1
4743;8915;8916;1
4744;8917;498;1
4745;4502;135;1
4746;8920;2073;1
4747;8923;42;1
4748;2107;8924;1
4749;47;2991;1
4750;3804;8926;1
4751;8927;764;1
4752;2719;6888;1
4753;8929;4797;1
4754;2107;8933;1
4755;8935;8936;1
4756;8941;54;1
4757;2230;8942;1
4758;8943;8944;1
4759;101;2369;1
4760;355;173;1
4761;230;8946;1
4762;136;8947;1
4763;41;8948;1
4764;8949;8950;1
4765;8952;8953;1
4766;1212;1212;1
4767;4513;1512;1
4768;5363;6128;1
4769;3864;8957;1
4770;122;666;1
4771;41;577;1
4772;8960;8961;1
4773;3313;8963;1
4774;8965;8966;1
4775;8967;355;1
4776;5260;295;1
4777;8972;8973;1
4778;118;4293;1
4779;8974;8975;1
4780;8979;8980;1
4781;8982;8983;1
4782;8984;8985;1
4783;8818;4520;1
4784;8987;8988;1
4785;8990;47;1
4786;4167;8993;1
4787;8994;8995;1
4788;8996;8997;1
4789;501;1640;1
4790;8998;48;1
4791;771;771;1
4792;52;5;1
4793;9001;9002;1
4794;52;1547;1
4795;857;2934;1
4796;9006;9007;1
4797;9009;9010;1
4798;3226;53;1
4799;8347;9012;1
4800;9015;91;1
4801;9016;9017;1
4802;82;2291;1
4803;7218;7218;1
4804;1186;9020;1
4805;803;9021;1
4806;534;534;1
4807;9024;9025;1
4808;9027;3577;1
4809;9031;9032;1
4810;9033;9034;1
4811;230;230;1
4812;450;90;1
4813;318;9044;1
4814;6888;54;1
4815;9047;7211;1
4816;2465;9049;1
4817;136;9051;1
4818;9053;28;1
4819;1695;1695;1
4820;9059;9060;1
4821;1547;5428;1
4822;355;683;1
4823;9064;887;1
4824;9065;41;1
4825;7850;7850;1
4826;49;52;1
4827;622;9067;1
4828;803;9068;1
4829;135;135;1
4830;9069;401;1
4831;498;9071;1
4832;42;9073;1
4833;9076;9077;1
4834;9081;9082;1
4835;6819;9084;1
4836;9086;41;1
4837;24;9087;1
4838;6896;5646;1
4839;9038;9038;1
4840;941;249;1
4841;6587;6587;1
4842;9091;42;1
4843;9093;9094;1
4844;261;4632;1
4845;9099;40;1
4846;42;9102;1
4847;9104;1665;1
4848;9106;53;1
4849;9109;9110;1
4850;1785;1785;1
4851;309;2875;1
4852;9113;3227;1
4853;4505;9118;1
4854;9121;9122;1
4855;760;7644;1
4856;9124;3516;1
4857;136;41;1
4858;9127;9128;1
4859;49;23;1
4860;9129;9130;1
4861;9132;42;1
4862;7917;9134;1
4863;273;631;1
4864;9137;9138;1
4865;9141;9142;1
4866;119;119;1
4867;9143;9144;1
4868;9147;9148;1
4869;8279;54;1
4870;103;9151;1
4871;7226;9156;1
4872;9157;9158;1
4873;26;9159;1
4874;9161;9162;1
4875;359;359;1
4876;938;355;1
4877;295;9165;1
4878;9167;9168;1
4879;9170;212;1
4880;9173;53;1
4881;9176;9177;1
4882;9178;6364;1
4883;9179;119;1
4884;9180;208;1
4885;42;42;1
4886;329;273;1
4887;9183;1849;1
4888;938;5699;1
4889;9194;743;1
4890;401;401;1
4891;520;520;1
4892;8961;183;1
4893;32;32;1
4894;3934;4167;1
4895;464;3878;1
4896;3090;118;1
4897;2439;91;1
4898;9207;8001;1
4899;9209;9210;1
4900;359;1653;1
4901;9213;751;1
4902;745;53;1
4903;42;4131;1
4904;24;9214;1
4905;9215;1341;1
4906;5536;49;1
